byline,critics_pick,date_updated,display_title,headline,link.suggested_link_text,link.type,link.url,mpaa_rating,multimedia,opening_date,publication_date,summary_short
NEIL GENZLINGER,0,11/2/2017 4:18,Letters to God,Dear God: A Young Boy Needs a Cure. Please Help.,Read the New York Times Review of Letters to God,article,http://www.nytimes.com/2010/04/10/movies/10god.html,PG,,4/9/2010,4/9/2010,"In this Christian-themed film, a child with brain cancer writes letters to God and thereby touches the heart of an embittered, hard-drinking postal carrier."
MANOHLA DARGIS,0,11/2/2017 4:18,The Misfortunates,"A Family Lives to Drink, and, Yes, Drinks to Live",Read the New York Times Review of The Misfortunates,article,http://www.nytimes.com/2010/04/09/movies/09misfortunates.html,,,4/9/2010,4/8/2010,"A Belgian film about the experiences of an alcoholic clan, as observed by a 13-year-old boy."
A. O. SCOTT,0,11/2/2017 4:18,Date Night,"For Better or Worse, and Tonight It’s Worse",Read the New York Times Review of Date Night,article,http://www.nytimes.com/2010/04/09/movies/09date.html,PG-13,,4/9/2010,4/8/2010,Tina Fey and Steve Carell star as a married couple who find unwanted adventure after they decide to have an evening out in Manhattan.
MIKE HALE,0,11/2/2017 4:18,Tyler Perry's Why Did I Get Married Too?,"At Couples’ Reunion, Laughs, Then Grief",Read the New York Times Review of Tyler Perry's Why Did I Get Married Too?,article,http://www.nytimes.com/2010/04/03/movies/03tyler.html,PG-13,,4/2/2010,4/2/2010,"Janet Jackson, Jill Scott and Malik Yoba star in this sequel to Mr. Perry’s 2007 film about four married couples."
MIKE HALE,0,11/2/2017 4:18,The Thorn in the Heart,"Memories of a Family, With a Few Detours",Read the New York Times Review of The Thorn in the Heart,article,http://www.nytimes.com/2010/04/02/movies/02thorn.html,,,4/2/2010,4/1/2010,A family memoir is told without the filmmaker’s usual embroidery.
MANOHLA DARGIS,0,11/2/2017 4:18,Clash of the Titans,Beware of Greeks Bearing Buzz Cuts,Read the New York Times Review of Clash of the Titans,article,http://www.nytimes.com/2010/04/02/movies/02clash.html,,,4/2/2010,4/1/2010,"A remake of a 1981 film features swords, sandals and monsters, this time around in 3-D."
JEANNETTE CATSOULIS,1,11/2/2017 4:18,Queen of the Sun: What Are the Bees Telling Us?,‘Queen of the Sun: What Are the Bees Telling Us?’,Read the New York Times Review of Queen of the Sun: What Are the Bees Telling Us?,article,http://www.nytimes.com/2011/06/10/movies/queen-of-the-sun-what-are-the-bees-telling-us.html,,,4/1/2010,6/9/2011,"“Queen of the Sun,” Taggart Siegel’s revelatory documentary on honeybees, beekeepers and colony collapse disorder."
MIKE HALE,0,11/2/2017 4:18,Have You Heard from Johannesburg?,"A Fight Against Bigotry and Violence, Lasting 45 Years and 8 ½ Hours",Read the New York Times Review of Have You Heard from Johannesburg?,article,http://www.nytimes.com/2010/04/14/movies/14have.html,,,4/1/2010,4/13/2010,Connie Field’s seven-part documentary chronicles the fight against apartheid.
A. O. SCOTT,0,11/2/2017 4:18,The Last Song,"Summer Love, a Sea of Trouble",Read the New York Times Review of The Last Song,article,http://www.nytimes.com/2010/03/31/movies/31last.html,PG,,3/31/2010,3/30/2010,A recent high school graduate named Ronnie arrives at her father’s house on the Georgia coast and finds romance with a beach volleyball player.
A. O. SCOTT,1,11/2/2017 4:18,Hot Tub Time Machine,"Times May Change, but Regret Endures",Read the New York Times Review of Hot Tub Time Machine,article,http://www.nytimes.com/2010/03/26/movies/26hottub.html,R,,3/26/2010,3/25/2010,"In “Hot Tub Time Machine,” three guys revisit the ’80s. Nostalgia naturally ensues."
MIKE HALE,0,11/2/2017 4:18,Lbs.,About Obesity,Read the New York Times Review of Lbs.,article,http://www.nytimes.com/2010/03/26/movies/26lbs.html,,,3/26/2010,3/25/2010,"For a movie about a man who doesn’t let any food go to waste, “Lbs.” has spent an awfully long time on the shelf."
A. O. SCOTT,0,11/2/2017 4:18,How to Train Your Dragon,No Slaying Required: A Viking Aids an Enemy and Wins a Friend,Read the New York Times Review of How to Train Your Dragon,article,http://www.nytimes.com/2010/03/26/movies/26howto.html,PG,,3/26/2010,3/25/2010,A young man betrays his warlike tribe and learns to love the enemy.
A. O. SCOTT,0,11/2/2017 4:18,Chloe,Love Triangle Devised by a Wary Wife,Read the New York Times Review of Chloe,article,http://www.nytimes.com/2010/03/26/movies/26chloe.html,R,,3/26/2010,3/25/2010,A prostitute stirs up chaos in the life of a married couple.
A. O. SCOTT,1,11/2/2017 4:18,Greenberg,Why Even Bother Trying to Connect?,Read the New York Times Review of Greenberg,article,http://www.nytimes.com/2010/03/19/movies/19greenberg.html,R,,3/26/2010,3/18/2010,"“Greenberg” is the funniest and saddest movie Noah Baumbach has made so far, and also the riskiest."
MANOHLA DARGIS,1,11/2/2017 4:18,A Prophet,"Learning to Read, Murder, Survive",Read the New York Times Review of A Prophet,article,http://www.nytimes.com/2010/02/26/movies/26prophet.html,R,,3/26/2010,2/25/2010,“A Prophet” is one of those rare films in which the moral stakes are as insistent and thought through as the aesthetic choices.
JEANNETTE CATSOULIS,1,11/2/2017 4:18,See what I'm saying,"Deaf, and Trying to Make It in Showbiz",Read the New York Times Review of See what I'm saying,article,http://www.nytimes.com/2010/04/09/movies/09see.html,PG-13,,3/19/2010,4/8/2010,This documentary about deaf entertainers focuses on four performers with varying degrees of hearing impairment.
MIKE HALE,1,11/2/2017 4:18,Neil Young Trunk Show: Scenes From a Concert,A Return to Neil Young’s Stage,Read the New York Times Review of Neil Young Trunk Show: Scenes From a Concert,article,http://www.nytimes.com/2010/03/19/movies/19young.html,,,3/19/2010,3/18/2010,"Beautifully lighted and meticulously recorded, “Neil Young Trunk Show” looks and sounds like several million bucks."
A. O. SCOTT,0,11/2/2017 4:18,The Runaways,Proving Their Mettle in the Men-Only Era of Rock,Read the New York Times Review of The Runaways,article,http://www.nytimes.com/2010/03/19/movies/19runaways.html,R,,3/19/2010,3/18/2010,"“The Runaways” evokes its moment and milieu with affectionate, almost uncanny fidelity."
STEPHEN HOLDEN,0,11/2/2017 4:18,Repo Men,A Hands-On Approach to Health Care Reform,Read the New York Times Review of Repo Men,article,http://www.nytimes.com/2010/03/19/movies/19repomen.html,R,,3/19/2010,3/18/2010,"To audiences starved for quasi-medical gore, the gruesome “Repo Men” should help fill the void left by “Nip/Tuck.”"
NEIL GENZLINGER,0,11/2/2017 4:18,Hubble 3D,The Universe Up There,Read the New York Times Review of Hubble 3D,article,http://www.nytimes.com/2010/03/19/movies/19hubble.html,G,,3/19/2010,3/18/2010,"“Hubble 3D” is dazzling to look at of course. But such ponderous, cliché-heavy narration."
A. O. SCOTT,0,11/2/2017 4:18,Diary of a Wimpy Kid,Lost in Social Minefields Without a Proper Clue,Read the New York Times Review of Diary of a Wimpy Kid,article,http://www.nytimes.com/2010/03/19/movies/19diary.html,PG,,3/19/2010,3/18/2010,"In “Diary of a Wimpy Kid,” episodes that might be howlingly funny on the page turn weirdly gross and sadistic on screen."
A. O. SCOTT,0,11/2/2017 4:18,The Bounty Hunter,"In a Battle of the Exes, the Punches Are Pulled",Read the New York Times Review of The Bounty Hunter,article,http://www.nytimes.com/2010/03/19/movies/19bounty.html,PG-13,,3/19/2010,3/18/2010,"“The Bounty Hunter” is the latest evidence that, when it comes to romantic combat, we live in a more thoughtlessly brutal age than our ancestors did."
MANOHLA DARGIS,1,11/2/2017 4:18,The Ghost Writer,Writer for Hire Is a Wanted Man,Read the New York Times Review of The Ghost Writer,article,http://www.nytimes.com/2010/02/19/movies/19ghost.html,PG-13,,3/19/2010,2/18/2010,"With “The Ghost Writer,” Roman Polanski creates a wholly believable world rich in strange contradictions and ominous implications."
A. O. SCOTT,1,11/2/2017 4:18,Green Zone,"A Search for That Casualty, Truth",Read the New York Times Review of Green Zone,article,http://www.nytimes.com/2010/03/12/movies/12green.html,R,,3/12/2010,3/11/2010,"In “Green Zone,” action under pressure is a test and a revelation of character."
MIKE HALE,0,11/2/2017 4:18,She's Out of My League,Playing the Odds of Love,Read the New York Times Review of She's Out of My League,article,http://www.nytimes.com/2010/03/12/movies/12shesout.html,R,,3/12/2010,3/11/2010,Schlubby nice guy meets pneumatic blonde in “She’s Out of My League.”
STEPHEN HOLDEN,0,11/2/2017 4:18,Severe Clear,A Marine Searches for Meaning in the Sands and ‘Steel Rain’ of Iraq,Read the New York Times Review of Severe Clear,article,http://www.nytimes.com/2010/03/12/movies/12severe.html,,,3/12/2010,3/11/2010,“Severe Clear” puts you in the boots of a Marine fighting in Iraq in 2003.
MANOHLA DARGIS,0,11/2/2017 4:18,Remember Me,"A Rebel, Brooding and Smoking His Way Out of Bourgeois Normalcy",Read the New York Times Review of Remember Me,article,http://www.nytimes.com/2010/03/12/movies/12remember.html,PG-13,,3/12/2010,3/11/2010,"In “Remember Me” love means never having to say you’re sorry, particularly to the audience."
JEANNETTE CATSOULIS,0,11/2/2017 4:18,Our Family Wedding,Walking Down the Comedic Aisle,Read the New York Times Review of Our Family Wedding,article,http://www.nytimes.com/2010/03/12/movies/12ourfamily.html,PG-13,,3/12/2010,3/11/2010,"“Our Family Wedding” offers plenty that’s old, borrowed and blue; it’s the something new that’s missing."
JEANNETTE CATSOULIS,0,11/2/2017 4:18,Delta,Trouble in the Village,Read the New York Times Review of Delta,article,http://www.nytimes.com/2010/03/12/movies/12delta.html,,,3/12/2010,3/11/2010,"When the liveliest character in a movie is the heroine’s pet turtle, you know you’re in for some seriously stately filmmaking."
A. O. SCOTT,0,11/2/2017 4:18,Brooklyn's Finest,When Troubled Cops Cross the Thin Blue Line,Read the New York Times Review of Brooklyn's Finest,article,http://www.nytimes.com/2010/03/05/movies/05brooklyn.html,R,,3/5/2010,3/4/2010,"“Brooklyn’s Finest” burrows deep into the collective memory of generations of meaty, emotional movies about New York City cops in trouble."
MANOHLA DARGIS,0,11/2/2017 4:18,Alice in Wonderland,What’s a Nice Girl Doing in This Hole?,Read the New York Times Review of Alice in Wonderland,article,http://www.nytimes.com/2010/03/05/movies/05alice.html,PG,,3/5/2010,3/4/2010,"Tim Burton’s “Alice in Wonderland” is busy, garish and periodically amusing."
A. O. SCOTT,0,11/2/2017 4:18,The White Ribbon,Wholesome Hamlet’s Horror Sends a Jolt to the System,Read the New York Times Review of The White Ribbon,article,http://www.nytimes.com/2009/12/30/movies/30white.html,R,,3/5/2010,12/29/2009,"“The White Ribbon,” by Michael Haneke, is an unnerving but unsatisfying chronicle of a German village filled with hidden cruelty, set on the eve of World War I."
A. O. SCOTT,1,11/2/2017 4:18,Toe to Toe,"On a High School Lacrosse Team, Opposites Attract and Attack",Read the New York Times Review of Toe to Toe,article,http://www.nytimes.com/2010/02/26/movies/26toe.html,,,2/26/2010,2/25/2010,"The film’s observations about race, class and friendship are clear and accessible without being overly didactic."
STEPHEN HOLDEN,0,11/2/2017 4:18,Formosa Betrayed,When the Language of Diplomacy Includes ‘Kapow!’,Read the New York Times Review of Formosa Betrayed,article,http://www.nytimes.com/2010/02/26/movies/26formosa.html,R,,2/26/2010,2/25/2010,“Formosa Betrayed” addresses one of the trickiest balancing acts in global politics.
MIKE HALE,0,11/2/2017 4:18,The Crazies,A Horror Show,Read the New York Times Review of The Crazies,article,http://www.nytimes.com/2010/02/26/movies/26crazies.html,R,,2/26/2010,2/25/2010,The problem with “The Crazies?” Not crazy enough.
A. O. SCOTT,0,11/2/2017 4:18,Cop Out,"The Buddy-Police Recipe: Take Guns, Add Some Wisecracking, Stir",Read the New York Times Review of Cop Out,article,http://www.nytimes.com/2010/02/26/movies/26copout.html,R,,2/26/2010,2/25/2010,"From time to time, “Cop Out” offers glimpses of the giddy, goofy delight it might have been."
A. O. SCOTT,0,11/2/2017 4:18,The Last Station,Following the Master to the End of the Line,Read the New York Times Review of The Last Station,article,http://www.nytimes.com/2009/12/04/movies/04station.html,R,,2/26/2010,12/3/2009,To say that the actors in “The Last Station” overdo it would be an understatement.
STEPHEN HOLDEN,1,11/2/2017 4:18,The Good Guy,Sex and Money and High Rollers (Memories Were Made of This),Read the New York Times Review of The Good Guy,article,http://www.nytimes.com/2010/02/19/movies/19good.html,R,,2/19/2010,2/18/2010,“The Good Guy” is fresh enough to provide the voyeuristic kick of glimpsing the frenzied lifestyle of aspiring masters of the universe.
STEPHEN HOLDEN,0,11/2/2017 4:18,The Last New Yorker,"In an Ever-Changing New York, Falling in Love May Be the Only Constant",Read the New York Times Review of The Last New Yorker,article,http://www.nytimes.com/2010/02/19/movies/19last.html,,,2/19/2010,2/18/2010,The best thing about “The Last New Yorker” is its evocation of the relentless speed with which the city tears down and rebuilds itself.
A. O. SCOTT,0,11/2/2017 4:18,Shutter Island,"All at Sea, Surrounded by Red Herrings",Read the New York Times Review of Shutter Island,article,http://www.nytimes.com/2010/02/19/movies/19shutter.html,R,,2/19/2010,2/18/2010,"Martin Scorsese’s camera sense fills every scene with creepiness, but sustained suspense seems beyond him."
JEANNETTE CATSOULIS,0,11/2/2017 4:18,Phyllis and Harold,Documenting a Quarrelsome Marriage,Read the New York Times Review of Phyllis and Harold,article,http://www.nytimes.com/2010/02/19/movies/19phyllis.html,,,2/19/2010,2/18/2010,“Phyllis and Harold” is an impossibly self-involved portrait of a union far more commonplace than its offspring seem to believe.
MANOHLA DARGIS,0,11/2/2017 4:18,Lourdes,Mysteries and Hopes Converge on a Shrine,Read the New York Times Review of Lourdes,article,http://www.nytimes.com/2010/02/17/movies/17lourdes.html,,,2/17/2010,2/16/2010,One of the pleasures of “Lourdes” is that it takes place in the space between the inexplicable (no explanation is possible) and the unexplained.
RACHEL SALTZ,0,11/2/2017 4:18,My Name is Khan,"A Hero Begins His Quest, and Then the Trouble Starts",Read the New York Times Review of My Name is Khan,article,http://www.nytimes.com/2010/02/13/movies/13name.html,PG-13,,2/12/2010,2/12/2010,“My Name Is Khan” is an effective exercise in Bollywood high emotionalism.
JEANNETTE CATSOULIS,0,11/2/2017 4:18,Tano da Morire,The Mobsters of Palermo,Read the New York Times Review of Tano da Morire,article,http://www.nytimes.com/2010/02/12/movies/12todie.html,,,2/12/2010,2/11/2010,“To Die for Tano” is a bizarre musical comedy in which the actual severed swordfish heads are not the ugliest things on screen.
A. O. SCOTT,0,11/2/2017 4:18,The Wolfman,It’s Hard to Be Refined as You Howl at the Moon,Read the New York Times Review of The Wolfman,article,http://www.nytimes.com/2010/02/12/movies/12wolfman.html,R,,2/12/2010,2/11/2010,"The title character in “The Wolfman” suffers from a vexing identity crisis, and so does the movie."
MANOHLA DARGIS,0,11/2/2017 4:18,Valentine's Day,"A Whole Lotta Interconnected Love, and a Whole Lotta Movie Stars",Read the New York Times Review of Valentine's Day,article,http://www.nytimes.com/2010/02/12/movies/12valentine.html,PG-13,,2/12/2010,2/11/2010,The dire romantic comedy “Valentine’s Day” is neither romantic nor remotely comedic.
STEPHEN HOLDEN,0,11/2/2017 4:18,Percy Jackson and the Olympians: The Lightning Thief,Another Teenage Woe: The Hounds of Hades,Read the New York Times Review of Percy Jackson and the Olympians: The Lightning Thief,article,http://www.nytimes.com/2010/02/12/movies/12percy.html,PG,,2/12/2010,2/11/2010,"In “Percy Jackson and the Olympians: The Lightning Thief,” virginal teenagers do battle with fire-belching monsters."
STEPHEN HOLDEN,0,11/2/2017 4:18,From Paris With Love,Americans Spark the Gunfire in the City of Light,Read the New York Times Review of From Paris With Love,article,http://www.nytimes.com/2010/02/05/movies/05from.html,R,,2/5/2010,2/4/2010,"“From Paris With Love,” starring John Travolta and Jonathan Rhys Meyers, is really a one-sided buddy movie."
A. O. SCOTT,0,11/2/2017 4:18,Dear John,Young Love Caught in the Grips of 9/11,Read the New York Times Review of Dear John,article,http://www.nytimes.com/2010/02/05/movies/05dear.html,PG-13,,2/5/2010,2/4/2010,"“Dear John” may not be strong medicine, but it delivers an effective, pleasing dose of pure sentiment and vicarious heartache."
A. O. SCOTT,1,11/2/2017 4:18,Crazy Heart,A Country Crooner Whose Flight Is Now Free Fall,Read the New York Times Review of Crazy Heart,article,http://www.nytimes.com/2009/12/16/movies/16crazy.html,R,,2/5/2010,12/15/2009,"“Crazy Heart,” written and directed by Scott Cooper, is a small movie perfectly scaled to the big performance at its center."
MANOHLA DARGIS,0,11/2/2017 4:18,A Single Man,A Love That Speaks Its Name: A College Professor’s Fateful Day,Read the New York Times Review of A Single Man,article,http://www.nytimes.com/2009/12/11/movies/11singleman.html,R,,2/5/2010,12/10/2009,"Colin Firth wears the face of grief in Tom Ford’s directorial debut, “A Single Man.”"
A. O. SCOTT,0,11/2/2017 4:18,An Education,Beware of Strangers Bearing Champagne,Read the New York Times Review of An Education,article,http://www.nytimes.com/2009/10/09/movies/09education.html,PG-13,,2/5/2010,10/8/2009,"If in hindsight “An Education” might make you a little queasy, it is hard to resist."
MIKE HALE,0,11/2/2017 4:18,Falling Awake,A Latino Bronx Tale,Read the New York Times Review of Falling Awake,article,http://www.nytimes.com/2010/02/05/movies/05falling.html,R,,1/29/2010,2/4/2010,“Falling Awake” puts good intentions and appealing performances into the balance against clichés of dead-end neighborhoods and rebellious youth.
A. O. SCOTT,0,11/2/2017 4:18,When in Rome,Coins and a Fountain That Make a Magic Mess,Read the New York Times Review of When in Rome,article,http://www.nytimes.com/2010/01/29/movies/29when.html,PG-13,,1/29/2010,1/28/2010,“When in Rome” fails to produce anything much in the way of worthwhile complication.
JEANNETTE CATSOULIS,0,11/2/2017 4:18,For My Father,Tale of a Terrorist,Read the New York Times Review of For My Father,article,http://www.nytimes.com/2010/01/29/movies/29father.html,,,1/29/2010,1/28/2010,A Palestinian terrorist and an Israeli outcast lock fates in “For My Father.”
A. O. SCOTT,0,11/2/2017 4:18,Edge of Darkness,Jaw-Breaking Boston Detective Unravels His Daughter’s Murder,Read the New York Times Review of Edge of Darkness,article,http://www.nytimes.com/2010/01/29/movies/29edge.html,R,,1/29/2010,1/28/2010,Mel Gibson tries a return to movie-star form in “Edge of Darkness.”
MIKE HALE,0,11/2/2017 4:18,Still Bill,A Singer Who Stopped His Showing Off,Read the New York Times Review of Still Bill,article,http://www.nytimes.com/2010/01/27/movies/27still.html,,,1/27/2010,1/26/2010,"Much of the biographical documentary “Still Bill,” about the singer Bill Withers, is pleasant and even moving."
MIKE HALE,0,11/2/2017 4:18,Legion,"Diner Serves Apocalypse, Easy on the Destruction",Read the New York Times Review of Legion,article,http://www.nytimes.com/2010/01/23/movies/23legion.html,R,,1/22/2010,1/22/2010,In “Legion” the world ends not with a bang but with a short stack.
ANDY WEBSTER,0,11/2/2017 4:18,To Save a Life,An Athlete in Search of Redemption,Read the New York Times Review of To Save a Life,article,http://www.nytimes.com/2010/01/22/movies/22tosave.html,PG-13,,1/22/2010,1/21/2010,“To Save a Life” would be a mere nuisance if not for its shameless exploitation of school shootings to advance its agenda.
STEPHEN HOLDEN,0,11/2/2017 4:18,Tooth Fairy,Nonbelievers Must Wear Tutus,Read the New York Times Review of Tooth Fairy,article,http://www.nytimes.com/2010/01/22/movies/22tooth.html,PG,,1/22/2010,1/21/2010,"In “Tooth Fairy,” Dwayne Johnson, a k a the Rock, shows once again that he has no real acting talent."
STEPHEN HOLDEN,0,11/2/2017 4:18,The Paranoids,Rooting for Lovable Loser in a Furry Purple Suit,Read the New York Times Review of The Paranoids,article,http://www.nytimes.com/2010/01/22/movies/22paranoids.html,Not Rated,,1/22/2010,1/21/2010,“The Paranoids” plays like a dawdling sitcom that strings together small incidents into not very much.
JEANNETTE CATSOULIS,0,11/2/2017 4:18,Misconceptions,Portrait of a Gay Childless Couple,Read the New York Times Review of Misconceptions,article,http://www.nytimes.com/2010/01/22/movies/22misc.html,,,1/22/2010,1/21/2010,"In the breeding dramedy “Misconceptions,” a childless gay couple enters into a holy alliance with a fertile Christian wife."
A. O. SCOTT,0,11/2/2017 4:18,Extraordinary Measures,Desperate Father’s Plea to a Detached Scientist,Read the New York Times Review of Extraordinary Measures,article,http://www.nytimes.com/2010/01/22/movies/22extraordinary.html,PG,,1/22/2010,1/21/2010,"“Extraordinary Measures,” the first feature released by CBS Films, rises above some of its made-for-TV trappings."
JEANNETTE CATSOULIS,1,11/2/2017 4:18,The Shaft,Mining Frail Aspirations in Rural China,Read the New York Times Review of The Shaft,article,http://www.nytimes.com/2010/01/21/movies/21shaft.html,,,1/22/2010,1/20/2010,"The first feature from the young Chinese director Zhang Chi, “The Shaft” (“Dixia de Tiankong”) feels as though it were made by a very old soul."
STEPHEN HOLDEN,1,11/2/2017 4:18,A Room and a Half,"Poet in Exile, Still Gripping His Memories",Read the New York Times Review of A Room and a Half,article,http://www.nytimes.com/2010/01/20/movies/20room.html,,,1/20/2010,1/19/2010,"“A Room and a Half” is a rich, heady fictionalized biography of the exiled Russian poet Joseph Brodsky."
A. O. SCOTT,0,11/2/2017 4:18,The Spy Next Door,International Espionage? Kids Are Much Harder,Read the New York Times Review of The Spy Next Door,article,http://www.nytimes.com/2010/01/15/movies/15spy.html,PG,,1/15/2010,1/14/2010,“The Spy Next Door” is a good-humored flurry of blown stunts and botched lines.
MANOHLA DARGIS,0,11/2/2017 4:18,The Book of Eli,"In This World, It Pays to Be a Loner",Read the New York Times Review of The Book of Eli,article,http://www.nytimes.com/2010/01/15/movies/15eli.html,R,,1/15/2010,1/14/2010,"With “The Book of Eli,” Allen and Albert Hughes have created a plausible post-apocalyptic world."
A. O. SCOTT,0,11/2/2017 4:18,The Lovely Bones,"Gazing Down, From a Suburb of Heaven, at an Earthly Purgatory",Read the New York Times Review of The Lovely Bones,article,http://www.nytimes.com/2009/12/11/movies/11lovelybones.html,PG-13,,1/15/2010,12/10/2009,A victim obsessed with the lives that go on without her is at the center of “The Lovely Bones.”
A. O. SCOTT,1,11/2/2017 4:18,Broken Embraces,"Almodóvar’s Happy Agony, Swirling Amid Jealousy and Revenge",Read the New York Times Review of Broken Embraces,article,http://www.nytimes.com/2009/11/20/movies/20broken.html,R,,1/15/2010,11/19/2009,Can there be such a thing as exuberant melancholy? I can’t think of another way to describe the spirit of “Broken Embraces.”
JEANNETTE CATSOULIS,0,11/2/2017 4:18,Harmony and Me,Wearing Heartbreak Like a Badge,Read the New York Times Review of Harmony and Me,article,http://www.nytimes.com/2009/09/18/movies/18harmony.html,,,1/15/2010,9/17/2009,“Harmony and Me” is a low-fi comedy of sulks and self-pity.
STEPHEN HOLDEN,0,11/2/2017 4:18,Carmel,"For Israelis Now, Echoes of Strife Then",Read the New York Times Review of Carmel,article,http://www.nytimes.com/2010/01/13/movies/13carmel.html,,,1/13/2010,1/12/2010,"Personal reminiscence and Israeli history are woven into a dense, occasionally impenetrable cinematic poem in Amos Gitai’s film “Carmel.”"
JEANNETTE CATSOULIS,1,11/2/2017 4:18,Daybreakers,Futuristic World Where Vampires Rule,Read the New York Times Review of Daybreakers,article,http://www.nytimes.com/2010/01/08/movies/08daybreakers.html,R,,1/8/2010,1/7/2010,Among the many pleasures of “Daybreakers” is its reminder that vampire movies can function as more than just metaphors for teenage celibacy.
MANOHLA DARGIS,0,11/2/2017 4:18,Youth in Revolt,He’s in Love; Excuse His French,Read the New York Times Review of Youth in Revolt,article,http://www.nytimes.com/2010/01/08/movies/08youth.html,R,,1/8/2010,1/7/2010,“Youth in Revolt” is a sweet and slight and often charming coming-of-age tale.
A. O. SCOTT,0,11/2/2017 4:18,Leap Year,"Ireland in February, With Romance in the Air, Manure on the Ground",Read the New York Times Review of Leap Year,article,http://www.nytimes.com/2010/01/08/movies/08leap.html,PG,,1/8/2010,1/7/2010,"“Leap Year” is so witless, charmless and unimaginative that it can be described as a movie only in a strictly technical sense."
MANOHLA DARGIS,0,11/2/2017 4:18,The Imaginarium of Doctor Parnassus,"A Traveling Show Comes to Town, but Its Guests Are the Ones on a Journey",Read the New York Times Review of The Imaginarium of Doctor Parnassus,article,http://www.nytimes.com/2009/12/25/movies/25imaginarium.html,PG-13,,1/8/2010,12/24/2009,"Terry Gilliam’s latest is a full three-ring affair, complete with puffs of smoke, glitter and grunge, some hocus-pocus, mumbo jumbo and even a dwarf."
MANOHLA DARGIS,0,11/2/2017 4:18,The Young Victoria,Poor Little Royal Girl: A Melancholy Monarch,Read the New York Times Review of The Young Victoria,article,http://www.nytimes.com/2009/12/18/movies/18young.html,PG,,1/8/2010,12/17/2009,“The Young Victoria” is a frivolously entertaining film with Emily Blunt as the young monarch.
STEPHEN HOLDEN,0,11/2/2017 4:18,A Year Ago in Winter,Death of a Golden Boy Ripples Through a Family,Read the New York Times Review of A Year Ago in Winter,article,http://www.nytimes.com/2010/01/06/movies/06winter.html,,,1/6/2010,1/5/2010,“A Year Ago in Winter” doesn’t succumb to the usual weepie-of-the-week clichés.
NEIL GENZLINGER,0,11/2/2017 4:18,General Orders No. 9,People vs. Nature in This Look at City and Country,Read the New York Times Review of General Orders No. 9,article,http://www.nytimes.com/2011/06/24/movies/general-orders-no-9-review.html,,,1/1/2010,6/23/2011,“General Orders No. 9” is a tone poem laid over 72 minutes’ worth of images in what seems at first like just an ode to nature.
NEIL GENZLINGER,1,11/2/2017 4:18,A Small Act,Even the Tiniest Actions Can Change Entire Lives,Read the New York Times Review of A Small Act,article,http://www.nytimes.com/2010/10/29/movies/29small.html,,,1/1/2010,10/28/2010,"“A Small Act” follows Chris Mburu, who, as a child in Africa, was sponsored by Hilde Back, a woman in Sweden."
ANDY WEBSTER,1,11/2/2017 4:18,A Film with Me in It,"Struggling Actor Tweaks Script, Buddy and Bodies",Read the New York Times Review of A Film with Me in It,article,http://www.nytimes.com/2010/01/01/movies/01film.html,,,1/1/2010,12/31/2009,"“A Film With Me in It” is a slender, supple comedy graced with appealing performers and laced with agreeable poison."
A. O. SCOTT,0,11/2/2017 4:18,Old Partner,"Ox Is Part of the Family, and Then Some",Read the New York Times Review of Old Partner,article,http://www.nytimes.com/2009/12/30/movies/30old.html,,,12/30/2009,12/29/2009,The inscrutable dignity of animals may seem strange when encountered in a documentary like “Old Partner.”
A. O. SCOTT,0,11/2/2017 4:18,Sherlock Holmes,The Brawling Supersleuth of 221B Baker Street Socks It to ’Em,Read the New York Times Review of Sherlock Holmes,article,http://www.nytimes.com/2009/12/25/movies/25sherlock.html,PG-13,,12/25/2009,12/24/2009,"There are worse things than loutish, laddish cool, and as a series of poses and stunts, “Sherlock Holmes” is intermittently diverting."
MANOHLA DARGIS,0,11/2/2017 4:18,It's Complicated,A September-September Romance,Read the New York Times Review of It's Complicated,article,http://www.nytimes.com/2009/12/25/movies/25complicated.html,R,,12/25/2009,12/24/2009,"In the pleasurable, daffy if at times daft “It’s Complicated,” Meryl Streep takes a character and makes you love her."
A. O. SCOTT,0,11/2/2017 4:18,Nine,"There Will Be Lingerie (Singing, Too)",Read the New York Times Review of Nine,article,http://www.nytimes.com/2009/12/18/movies/18nine.html,PG-13,,12/25/2009,12/17/2009,An Italian playboy juggles many leading ladies in “Nine.”
NEIL GENZLINGER,0,11/2/2017 4:18,Alvin and the Chipmunks: The Squeakquel,"Chipmunks Act Like Chipmunks, Not Chipmonks",Read the New York Times Review of Alvin and the Chipmunks: The Squeakquel,article,http://www.nytimes.com/2009/12/23/movies/23alvin.html,PG,,12/23/2009,12/22/2009,"The latest adventures of Alvin, Simon and Theodore find them pursuing the rock-star careers they began in the 2007 “Alvin” film."
MANOHLA DARGIS,1,11/2/2017 4:18,Up in the Air,Neither Here Nor There,Read the New York Times Review of Up in the Air,article,http://www.nytimes.com/2009/12/04/movies/04upinair.html,R,,12/23/2009,12/3/2009,"One of the pleasures of “Up in the Air” is that its actresses share the frame with George Clooney as equals, not props."
MANOHLA DARGIS,1,11/2/2017 4:18,Avatar,"A New Eden, Both Cosmic and Cinematic",Read the New York Times Review of Avatar,article,http://www.nytimes.com/2009/12/18/movies/18avatar.html,PG-13,,12/18/2009,12/17/2009,With “Avatar” James Cameron has turned one man’s dream of the movies into a trippy joy ride about the end of life as we know it.
